"id","exam_id","module_type","question_number","question_type","difficulty_level","question_markdown_backup","question_image_url","options_markdown_backup","correct_answer","explanation_markdown_backup","points","topic_tags","created_at","updated_at","table_data","correct_answers","content_format","question_html","options_html","explanation_html","question_text","options","explanation","html_migration_status","deleted_at"
"2b3b9067-ab97-4711-874f-9adf69e85289","0ffab8ab-2882-4339-b90f-c156abe09b32","english2","5","multiple_choice","medium","Though most hoaxes perpetrated as jokes by mischievous users of Wikipedia, an online encyclopedia that almost anyone can freely edit, have quickly been detected and removed, a few fictitious entries, such as those for the town of Stone Ridge, Maryland, and the 18th-century forestry magnate Guillermo Garcia, persisted on the site for many years before they were finally recognized as _____ and deleted.","","{""A"":""analyses"",""B"":""fabrications"",""C"":""enhancements"",""D"":""revelations""}","B","","1","[""reading comprehension"",""vocabulary""]","2025-08-10T03:02:12.654406+00:00","2025-09-06T00:15:19.936289+00:00","","","markdown","<p>Though most hoaxes perpetrated as jokes by mischievous users of Wikipedia, an online encyclopedia that almost anyone can freely edit, have quickly been detected and removed, a few fictitious entries, such as those for the town of Stone Ridge, Maryland, and the 18th-century forestry magnate Guillermo Garcia, persisted on the site for many years before they were finally recognized as <span class=""fill-blank"" style=""display: inline-block; border-bottom: 1px solid #000; width: 60px; height: 1.2em;""></span> and deleted.</p>","{""A"":""analyses"",""B"":""fabrications"",""C"":""enhancements"",""D"":""revelations""}","","<p>Though most hoaxes perpetrated as jokes by mischievous users of Wikipedia, an online encyclopedia that almost anyone can freely edit, have quickly been detected and removed, a few fictitious entries, such as those for the town of Stone Ridge, Maryland, and the 18th-century forestry magnate Guillermo Garcia, persisted on the site for many years before they were finally recognized as <span class=""fill-blank"" style=""display: inline-block; border-bottom: 1px solid #000; width: 60px; height: 1.2em;""></span> and deleted.</p>","{""A"":""analyses"",""B"":""fabrications"",""C"":""enhancements"",""D"":""revelations""}","","converted",""
"8b3b88fc-15f8-4ada-9c9e-a71ca7b5e053","0ffab8ab-2882-4339-b90f-c156abe09b32","english2","10","multiple_choice","medium","Members of the Girl Scouts of America, by Age Category, 1992-1995 (in thousands)\n\nThe Girl Scouts of America is a youth organization that had just over 1 million members in 2021. A student is writing an essay on the history of the organization and wishes to determine the number of members from 14 to 17 years old who were in the Girl Scouts in 1995. According to the table, the number (in thousands) is _____.","","{""A"":""185."",""B"":""727."",""C"":""45."",""D"":""52.""}","D","","1","[""data analysis"",""table reading""]","2025-08-10T04:48:24.776714+00:00","2025-09-06T00:15:21.534442+00:00","{""rows"":[[""Juniors (6-11 years)"",""870"",""791"",""756"",""727""],[""Ambassadors (older than 17)"",""863"",""826"",""802"",""784""],[""Cadettes (11-14 years)"",""188"",""168"",""174"",""172""],[""Seniors (14-17 years)"",""50"",""43"",""45"",""52""]],""headers"":[""Category"",""1992"",""1993"",""1994"",""1995""]}","","markdown","<p>Members of the Girl Scouts of America, by Age Category, 1992-1995 (in thousands)</p><br><p>The Girl Scouts of America is a youth organization that had just over 1 million members in 2021. A student is writing an essay on the history of the organization and wishes to determine the number of members from 14 to 17 years old who were in the Girl Scouts in 1995. According to the table, the number (in thousands) is <span class=""fill-blank"" style=""display: inline-block; border-bottom: 1px solid #000; width: 60px; height: 1.2em;""></span>.</p>","{""A"":""185."",""B"":""727."",""C"":""45."",""D"":""52.""}","","<p>Members of the Girl Scouts of America, by Age Category, 1992-1995 (in thousands)</p><br><p>The Girl Scouts of America is a youth organization that had just over 1 million members in 2021. A student is writing an essay on the history of the organization and wishes to determine the number of members from 14 to 17 years old who were in the Girl Scouts in 1995. According to the table, the number (in thousands) is <span class=""fill-blank"" style=""display: inline-block; border-bottom: 1px solid #000; width: 60px; height: 1.2em;""></span>.</p>","{""A"":""185."",""B"":""727."",""C"":""45."",""D"":""52.""}","","converted",""
"13cb2dea-1f3d-4aa0-a5cc-439ddd904dba","0ffab8ab-2882-4339-b90f-c156abe09b32","english1","12","multiple_choice","medium","Characteristics of Several Large Stars

A telescope allows us to see very faint objects mostly due to the large size of the aperture that light passes through. Known as the aperture. Like the pupil in the human eye, the larger the diameter of a telescope's aperture, the fainter the objects we can detect with it. An amateur astronomer claims that she likely could see small, but not all, of the stars in the table while using a telescope with a 160-millimeter (mm) aperture.","","{""A"":""Only Sk -69°249 A can be seen from Earth using a telescope with a 60 mm aperture."",""B"":""Only Sk -69°249 A has a mass below 145 solar masses."",""C"":""Only HSH95-18 requires a telescope with a minimum aperture greater than 160 mm to be visible from Earth."",""D"":""Only VY15 402 is farther than 163,000 light-years from Earth.""}","C","","1","[""data analysis"",""astronomy""]","2025-08-10T03:00:26.057922+00:00","2025-09-06T00:15:22.222591+00:00","{""rows"":[[""Sk -69°249 A"",""118"",""160,000"",""60""],[""VY15 402"",""145"",""164,000"",""102""],[""HSH95-18"",""160"",""163,000"",""203""],[""R136a1"",""167"",""157,000"",""152""]],""headers"":[""Name of star"",""Mass (solar masses)"",""Distance (light-years)"",""Minimum aperture to detect from Earth (millimeters)""]}","","markdown","<p>Characteristics of Several Large Stars</p><br><p>A telescope allows us to see very faint objects mostly due to the large size of the aperture that light passes through. Known as the aperture. Like the pupil in the human eye, the larger the diameter of a telescope&#39;s aperture, the fainter the objects we can detect with it. An amateur astronomer claims that she likely could see small, but not all, of the stars in the table while using a telescope with a 160-millimeter (mm) aperture.</p>","{""A"":""Only Sk -69°249 A can be seen from Earth using a telescope with a 60 mm aperture."",""B"":""Only Sk -69°249 A has a mass below 145 solar masses."",""C"":""Only HSH95-18 requires a telescope with a minimum aperture greater than 160 mm to be visible from Earth."",""D"":""Only VY15 402 is farther than 163,000 light-years from Earth.""}","","<p>Characteristics of Several Large Stars</p><br><p>A telescope allows us to see very faint objects mostly due to the large size of the aperture that light passes through. Known as the aperture. Like the pupil in the human eye, the larger the diameter of a telescope&#39;s aperture, the fainter the objects we can detect with it. An amateur astronomer claims that she likely could see small, but not all, of the stars in the table while using a telescope with a 160-millimeter (mm) aperture.</p>","{""A"":""Only Sk -69°249 A can be seen from Earth using a telescope with a 60 mm aperture."",""B"":""Only Sk -69°249 A has a mass below 145 solar masses."",""C"":""Only HSH95-18 requires a telescope with a minimum aperture greater than 160 mm to be visible from Earth."",""D"":""Only VY15 402 is farther than 163,000 light-years from Earth.""}","","converted",""
"8efc09a4-4b87-4a86-9227-a35dc1715dd7","0ffab8ab-2882-4339-b90f-c156abe09b32","math2","14","grid_in","medium","Lines $h$ and $k$ are graphed in the $xy$-plane. The graph of line $h$ has a slope of $\\frac{3}{4}$ and an $x$-intercept at $(17, 0)$. Line $k$ is the result of translating the graph of line $h$ down $4$ units. What is the $y$-coordinate of the $y$-intercept of the graph of line $k$?","","","-97/3","","1","[""linear equations"",""transformations""]","2025-08-10T04:51:18.978683+00:00","2025-10-04T16:02:08.344518+00:00","","[""-97/3"",""-32.33"",""-32.3""]","markdown","<p>Lines <span data-math=""h"" data-inline=""true""></span> and <span data-math=""k"" data-inline=""true""></span> are graphed in the <span data-math=""xy"" data-inline=""true""></span>-plane. The graph of line <span data-math=""h"" data-inline=""true""></span> has a slope of <span data-math=""\\frac{3}{4}"" data-inline=""true""></span> and an <span data-math=""x"" data-inline=""true""></span>-intercept at <span data-math=""(17, 0)"" data-inline=""true""></span>. Line <span data-math=""k"" data-inline=""true""></span> is the result of translating the graph of line <span data-math=""h"" data-inline=""true""></span> down <span data-math=""4"" data-inline=""true""></span> units. What is the <span data-math=""y"" data-inline=""true""></span>-coordinate of the <span data-math=""y"" data-inline=""true""></span>-intercept of the graph of line <span data-math=""k"" data-inline=""true""></span>?</p>","","","<p>Lines <span data-math=""h"" data-inline=""true""></span> and <span data-math=""k"" data-inline=""true""></span> are graphed in the <span data-math=""xy"" data-inline=""true""></span>-plane. The graph of line <span data-math=""h"" data-inline=""true""></span> has a slope of <span data-math=""\\frac{3}{4}"" data-inline=""true""></span> and an <span data-math=""x"" data-inline=""true""></span>-intercept at <span data-math=""(17, 0)"" data-inline=""true""></span>. Line <span data-math=""k"" data-inline=""true""></span> is the result of translating the graph of line <span data-math=""h"" data-inline=""true""></span> down <span data-math=""4"" data-inline=""true""></span> units. What is the <span data-math=""y"" data-inline=""true""></span>-coordinate of the <span data-math=""y"" data-inline=""true""></span>-intercept of the graph of line <span data-math=""k"" data-inline=""true""></span>?</p>","","","converted",""
"3b4c7c6d-4678-465f-8475-aed9cf32f33c","0ffab8ab-2882-4339-b90f-c156abe09b32","english2","12","multiple_choice","medium","A student is writing an essay on the subject of cultured meat, which is grown in a laboratory and is intended to help reduce the number of livestock harvested for food. The student wishes to make the case that people have mixed feelings about cultured meat that may be a barrier to its worldwide adoption.","","{""A"":""\""Many consumers who were surveyed believed that cultured meat would be good for the environment if widely available, but few of those same consumers were willing to try eating cultured meat themselves.\"""",""B"":""\""Consumers tend to believe that using less packaging when selling meat products in stores would have a significant effect on the environment.\"""",""C"":""\""Advocates of lab-grown meat claim that it's safer than conventional meat because the means of its production can be tightly controlled.\"""",""D"":""\""The flavor of meat from livestock differs across species (from pig to chicken to cow), and is also influenced by farming conditions and the breeds and genders of animals.\""""}","A","","1","[""reading comprehension"",""synthesis""]","2025-08-10T04:48:24.776714+00:00","2025-09-06T00:15:22.438457+00:00","","","markdown","<p>A student is writing an essay on the subject of cultured meat, which is grown in a laboratory and is intended to help reduce the number of livestock harvested for food. The student wishes to make the case that people have mixed feelings about cultured meat that may be a barrier to its worldwide adoption.</p>","{""A"":""\""Many consumers who were surveyed believed that cultured meat would be good for the environment if widely available, but few of those same consumers were willing to try eating cultured meat themselves.\"""",""B"":""\""Consumers tend to believe that using less packaging when selling meat products in stores would have a significant effect on the environment.\"""",""C"":""\""Advocates of lab-grown meat claim that it's safer than conventional meat because the means of its production can be tightly controlled.\"""",""D"":""\""The flavor of meat from livestock differs across species (from pig to chicken to cow), and is also influenced by farming conditions and the breeds and genders of animals.\""""}","","<p>A student is writing an essay on the subject of cultured meat, which is grown in a laboratory and is intended to help reduce the number of livestock harvested for food. The student wishes to make the case that people have mixed feelings about cultured meat that may be a barrier to its worldwide adoption.</p>","{""A"":""\""Many consumers who were surveyed believed that cultured meat would be good for the environment if widely available, but few of those same consumers were willing to try eating cultured meat themselves.\"""",""B"":""\""Consumers tend to believe that using less packaging when selling meat products in stores would have a significant effect on the environment.\"""",""C"":""\""Advocates of lab-grown meat claim that it's safer than conventional meat because the means of its production can be tightly controlled.\"""",""D"":""\""The flavor of meat from livestock differs across species (from pig to chicken to cow), and is also influenced by farming conditions and the breeds and genders of animals.\""""}","","converted",""
"cbf9db8a-ff03-4176-96b2-6416f72b3bed","f47ac10b-58cc-4372-a567-0e02b2c3d479","math2","4","multiple_choice","easy","How many solutions does the equation $5x + 3 = 5x$ have?","","{""A"":""Zero"",""B"":""Exactly one"",""C"":""Exactly two"",""D"":""Infinitely many""}","A","","1","","2025-07-16T02:51:39.429255+00:00","2025-10-03T23:31:02.776795+00:00","","","markdown","<p>How many solutions does the equation <span data-math=""5x + 3 = 5x"" data-inline=""true""></span> have?</p>","{""A"":""Zero"",""B"":""Exactly one"",""C"":""Exactly two"",""D"":""Infinitely many""}","","<p>How many solutions does the equation <span data-math=""5x + 3 = 5x"" data-inline=""true""></span> have?</p>","{""A"":""Zero"",""B"":""Exactly one"",""C"":""Exactly two"",""D"":""Infinitely many""}","","converted",""
"f231440e-929e-4a79-9055-16aa38d3bb1a","b148e871-4d52-4fdb-9ed7-ae4d9b41832b","math2","10","multiple_choice","medium","On January 1, there were 233 views of a video posted on a social media site. Every 2 days after January 1, the number of views of the video had increased by 60% of the number of views 2 days earlier. The function f gives the predicted number of views a days after January 1. Which equation defines f?","","{""A"":""$f(x)=233(0.60)^{\\frac{x}{2}}"",""B"":""$f(x)=233(0.60)^{2x}$"",""C"":""$f(x)=233(1.60)^{\\frac{x}{2}}"",""D"":""$f(x)=233(1.60)^{2x}$""}","C","","1","[""advanced_math""]","2025-10-12T18:48:47.548514+00:00","2025-10-12T20:46:00.872576+00:00","","","html","<div style=""font-size: 16px;"">
        <style>
          ul { list-style: disc !important; margin-left: 1.2em; }
          h4 { font-weight: bold !important; margin-top: 1.5em; }
        </style>
        <span style=""""><span style="""">On January 1, there were 233 views of a video posted on a social media site. Every 2 days after January 1, the number of views of the video had increased by 60% of the number of views 2 days earlier. The function f gives the predicted number of views a days after January 1. Which equation defines f?</span></span><br>
      </div>
    </div></div><div class=""question-left""></div></div><div class=""question-tools""><div class=""exclude-toggle-icon ""></div></div></div><div class=""question-title ""></div><div><div>","","","ul { list-style: disc !important; margin-left: 1.2em; } h4 { font-weight: bold !important; margin-top: 1.5em; } On January 1, there were 233 views of a video posted on a social media site. Every 2 days after January 1, the number of views of the video had increased by 60% of the number of views 2 days earlier. The function f gives the predicted number of views a days after January 1. Which equation defines f?","{""A"":""{\""text\"":\""<p>$f(x)=233(0.60)^{\\\\frac{x}{2}}$</p>\""}"",""B"":""{\""text\"":\""<p>$f(x)=233(0.60)^{2x}$</p>\""}"",""C"":""{\""text\"":\""<p>$f(x)=233(1.60)^{\\\\frac{x}{2}}$</p>\""}"",""D"":""{\""text\"":\""<p>$f(x)=233(1.60)^{2x}$</p>\""}""}","","pending",""
"ef2047df-3ba5-4610-b7a0-2694e980d520","9f3df036-4ae8-4bba-8e0d-75be8947fa91","math1","1","multiple_choice","medium","A company studied a random sample of 20 lawns in a small town, The company found that 4 of these lawns contain fertilizer If there are 260 lawns in the town, which of the following is the best estimate of the number of lawns that contain fertilizer?","","{""A"":""3"",""B"":""5"",""C"":""13"",""D"":""52""}","D","","1","[""algebra_problem_solving""]","2025-10-20T03:25:09.906153+00:00","2025-10-20T03:25:09.906153+00:00","","","html","<div style=""font-size: 16px;"">
        <style>
          ul { list-style: disc !important; margin-left: 1.2em; }
          h4 { font-weight: bold !important; margin-top: 1.5em; }
        </style>
        <span style=""""><span style="""">A company studied a random sample of 20 lawns in a small town, The company found that 4 of these lawns contain fertilizer If there are 260 lawns in the town, which of the following is the best estimate of the number of lawns that contain fertilizer?</span></span><br>
      </div>
    </div></div><div class=""question-left""></div></div><div class=""question-tools""><div class=""exclude-toggle-icon ""></div></div></div><div class=""question-title ""></div><div><div>","","","A company studied a random sample of 20 lawns in a small town, The company found that 4 of these lawns contain fertilizer If there are 260 lawns in the town, which of the following is the best estimate of the number of lawns that contain fertilizer?","{""A"":""3"",""B"":""5"",""C"":""13"",""D"":""52""}","","pending",""
"9316eb8f-5b87-4059-adf2-674d8df3c38c","9f3df036-4ae8-4bba-8e0d-75be8947fa91","math1","2","grid_in","medium","​​​​​​​The scatterplot shows 5 measurements of the body length, in centimeters (cm), of a New Zealand fur seal from an age of 1 year to 6 years old. A line of best fit is also shown. For a New Zealand fur seal at an age of 3 years old, what is the body length predicted by the line of best fit,to the nearest 10 cm?","","","100","","1","[""algebra_problem_solving""]","2025-10-20T03:25:09.906153+00:00","2025-10-20T03:25:09.906153+00:00","","[""100""]","html","<div style=""font-size: 16px;"">
        <style>
          ul { list-style: disc !important; margin-left: 1.2em; }
          h4 { font-weight: bold !important; margin-top: 1.5em; }
        </style>
        <span style=""""><span style=""""><img src=""https://r2.bluebook.plus/img/38876202813220301447.png"" width=""254"" height=""246""><br></span></span><br><span style=""""><span style=""""><span style=""font-style:normal"">The scatterplot shows 5 measurements of the body length, in centimeters (cm), of a New Zealand fur seal from an age of 1 year to 6 years old. A line of best fit is also shown. For a New Zealand fur seal at an age of 3 years old, what is the body length predicted by the line of best fit,to the nearest 10 cm?</span></span></span><br>
      </div>
    </div></div><div class=""question-left""></div></div><div class=""question-tools""><div class=""exclude-toggle-icon ""></div></div></div><div class=""question-title ""></div><div><div><div class=""textarea-border""><input class=""textarea-input"" value=""""></div></div></div></div>","","","​​​​​​​The scatterplot shows 5 measurements of the body length, in centimeters (cm), of a New Zealand fur seal from an age of 1 year to 6 years old. A line of best fit is also shown. For a New Zealand fur seal at an age of 3 years old, what is the body length predicted by the line of best fit,to the nearest 10 cm?","","","pending",""
"20412a40-1bd0-4b40-93ef-b053a627ba03","0ffab8ab-2882-4339-b90f-c156abe09b32","english1","14","multiple_choice","medium","The great blue heron and the snowy dark heron are long-legged birds that live in wetlands, like the Everglades in Florida. Laura D'Acunto and colleagues wanted to know how these birds choose features such as in the Everglades to select as their habitat, such as the geographic location of the area and how deep the water is during the birds' breeding season. They found that great blue herons prefer areas with deep water during breeding season, but that was not true for snowy dark herons. The researchers concluded wetland bird habitats during breeding season are therefore less likely to _____.","","{""A"":""attract snowy dark herons to the area than they are to attract great blue herons to the area."",""B"":""extend the average lifespan of great blue herons already in the area than they are to attract a greater number of those birds to the area."",""C"":""attract birds that don't typically live in wetlands to the area than they are to attract great blue herons or snowy dark herons to the area."",""D"":""decrease the area's appeal to both great blue herons and snowy dark herons than they are to increase the appeal to both.""}","A","","1","[""reading comprehension"",""scientific analysis""]","2025-08-10T03:00:26.057922+00:00","2025-09-06T00:15:22.993393+00:00","","","markdown","<p>The great blue heron and the snowy dark heron are long-legged birds that live in wetlands, like the Everglades in Florida. Laura D&#39;Acunto and colleagues wanted to know how these birds choose features such as in the Everglades to select as their habitat, such as the geographic location of the area and how deep the water is during the birds&#39; breeding season. They found that great blue herons prefer areas with deep water during breeding season, but that was not true for snowy dark herons. The researchers concluded wetland bird habitats during breeding season are therefore less likely to <span class=""fill-blank"" style=""display: inline-block; border-bottom: 1px solid #000; width: 60px; height: 1.2em;""></span>.</p>","{""A"":""attract snowy dark herons to the area than they are to attract great blue herons to the area."",""B"":""extend the average lifespan of great blue herons already in the area than they are to attract a greater number of those birds to the area."",""C"":""attract birds that don't typically live in wetlands to the area than they are to attract great blue herons or snowy dark herons to the area."",""D"":""decrease the area's appeal to both great blue herons and snowy dark herons than they are to increase the appeal to both.""}","","<p>The great blue heron and the snowy dark heron are long-legged birds that live in wetlands, like the Everglades in Florida. Laura D&#39;Acunto and colleagues wanted to know how these birds choose features such as in the Everglades to select as their habitat, such as the geographic location of the area and how deep the water is during the birds&#39; breeding season. They found that great blue herons prefer areas with deep water during breeding season, but that was not true for snowy dark herons. The researchers concluded wetland bird habitats during breeding season are therefore less likely to <span class=""fill-blank"" style=""display: inline-block; border-bottom: 1px solid #000; width: 60px; height: 1.2em;""></span>.</p>","{""A"":""attract snowy dark herons to the area than they are to attract great blue herons to the area."",""B"":""extend the average lifespan of great blue herons already in the area than they are to attract a greater number of those birds to the area."",""C"":""attract birds that don't typically live in wetlands to the area than they are to attract great blue herons or snowy dark herons to the area."",""D"":""decrease the area's appeal to both great blue herons and snowy dark herons than they are to increase the appeal to both.""}","","converted",""
"6164966c-5f60-4635-a228-c453908e5250","9f3df036-4ae8-4bba-8e0d-75be8947fa91","math1","3","multiple_choice","medium","If 6x+36 =18, what is the value of x +6?","","{""A"":""3"",""B"":""6"",""C"":""36"",""D"":""42""}","A","","1","[""algebra_problem_solving""]","2025-10-20T03:25:09.906153+00:00","2025-10-20T03:25:09.906153+00:00","","","html","<div style=""font-size: 16px;"">
        <style>
          ul { list-style: disc !important; margin-left: 1.2em; }
          h4 { font-weight: bold !important; margin-top: 1.5em; }
        </style>
        <span style=""""><span style="""">If 6x+36 =18, what is the value of x&nbsp;+6?</span></span><br>
      </div>
    </div></div><div class=""question-left""></div></div><div class=""question-tools""><div class=""exclude-toggle-icon ""></div></div></div><div class=""question-title ""></div><div><div>","","","If 6x+36 =18, what is the value of x +6?","{""A"":""3"",""B"":""6"",""C"":""36"",""D"":""42""}","","pending",""
"b23e09a0-9f85-4841-905e-041a366cc1bf","f47ac10b-58cc-4372-a567-0e02b2c3d479","math2","14","grid_in","hard","$$4x^2 + 19 = 32x + r$$ In the given equation, $r$ is a constant. The equation has exactly one real solution. What is the value of $r$?","","{}","-45","","1","","2025-07-16T02:51:39.429255+00:00","2025-10-04T16:02:40.570893+00:00","","[""-45""]","markdown","<p><span data-math=""4x^2 + 19 = 32x + r"" data-inline=""false""></span> In the given equation, <span data-math=""r"" data-inline=""true""></span> is a constant. The equation has exactly one real solution. What is the value of <span data-math=""r"" data-inline=""true""></span>?</p>","{}","","<p><span data-math=""4x^2 + 19 = 32x + r"" data-inline=""false""></span> In the given equation, <span data-math=""r"" data-inline=""true""></span> is a constant. The equation has exactly one real solution. What is the value of <span data-math=""r"" data-inline=""true""></span>?</p>","{}","","converted",""
"a4440afd-fdf0-4bde-83b4-d8eac406bf68","0ffab8ab-2882-4339-b90f-c156abe09b32","math2","15","multiple_choice","medium","For each of two rectangles, the ratio of the rectangle's length to its width is $10$ to $5$. The width of rectangle $X$ is $16.5$ times the width of rectangle $Y$. How does the length of rectangle $X$ compare to the length of rectangle $Y$?","","{""A"":""The length of rectangle $X$ is $0.5$ times the length of rectangle $Y$."",""B"":""The length of rectangle $X$ is $2$ times the length of rectangle $Y$."",""C"":""The length of rectangle $X$ is $16.5$ times the length of rectangle $Y$."",""D"":""The length of rectangle $X$ is $33$ times the length of rectangle $Y$.""}","C","","1","[""ratios"",""proportions""]","2025-08-10T04:51:18.978683+00:00","2025-09-06T00:15:23.47615+00:00","","","markdown","<p>For each of two rectangles, the ratio of the rectangle&#39;s length to its width is <span data-math=""10"" data-inline=""true""></span> to <span data-math=""5"" data-inline=""true""></span>. The width of rectangle <span data-math=""X"" data-inline=""true""></span> is <span data-math=""16.5"" data-inline=""true""></span> times the width of rectangle <span data-math=""Y"" data-inline=""true""></span>. How does the length of rectangle <span data-math=""X"" data-inline=""true""></span> compare to the length of rectangle <span data-math=""Y"" data-inline=""true""></span>?</p>","{""A"":""The length of rectangle $X$ is $0.5$ times the length of rectangle $Y$."",""B"":""The length of rectangle $X$ is $2$ times the length of rectangle $Y$."",""C"":""The length of rectangle $X$ is $16.5$ times the length of rectangle $Y$."",""D"":""The length of rectangle $X$ is $33$ times the length of rectangle $Y$.""}","","<p>For each of two rectangles, the ratio of the rectangle&#39;s length to its width is <span data-math=""10"" data-inline=""true""></span> to <span data-math=""5"" data-inline=""true""></span>. The width of rectangle <span data-math=""X"" data-inline=""true""></span> is <span data-math=""16.5"" data-inline=""true""></span> times the width of rectangle <span data-math=""Y"" data-inline=""true""></span>. How does the length of rectangle <span data-math=""X"" data-inline=""true""></span> compare to the length of rectangle <span data-math=""Y"" data-inline=""true""></span>?</p>","{""A"":""The length of rectangle $X$ is $0.5$ times the length of rectangle $Y$."",""B"":""The length of rectangle $X$ is $2$ times the length of rectangle $Y$."",""C"":""The length of rectangle $X$ is $16.5$ times the length of rectangle $Y$."",""D"":""The length of rectangle $X$ is $33$ times the length of rectangle $Y$.""}","","converted",""
"737dbacd-c84b-4d2a-b7b8-9567e3fcf36e","f47ac10b-58cc-4372-a567-0e02b2c3d479","math2","11","grid_in","medium","If $x \geq -8$ represents all solutions to the inequality $ax - 18 \leq 14$, where $a$ is a constant, what is the greatest possible value of $a$?","","{}","-4","","1","","2025-07-16T02:51:39.429255+00:00","2025-10-04T16:02:29.219717+00:00","","[""-4""]","markdown","<p>If <span data-math=""x \geq -8"" data-inline=""true""></span> represents all solutions to the inequality <span data-math=""ax - 18 \leq 14"" data-inline=""true""></span>, where <span data-math=""a"" data-inline=""true""></span> is a constant, what is the greatest possible value of <span data-math=""a"" data-inline=""true""></span>?</p>","{}","","<p>If <span data-math=""x \geq -8"" data-inline=""true""></span> represents all solutions to the inequality <span data-math=""ax - 18 \leq 14"" data-inline=""true""></span>, where <span data-math=""a"" data-inline=""true""></span> is a constant, what is the greatest possible value of <span data-math=""a"" data-inline=""true""></span>?</p>","{}","","converted",""
"65a8d1fa-fb46-41d5-9cf2-07c2cfbc047b","9f3df036-4ae8-4bba-8e0d-75be8947fa91","math1","4","multiple_choice","medium","An adult elephant drinks by pulling water up into its trunk and then emptying the water into its mouth. If an adult elephant pulls between 4 and 9 liters of water up into its trunk at a time, which of the following could be the number of times the elephant pulls water up into its trunk to drink 140 liters of water?","","{""A"":""14"",""B"":""15"",""C"":""34"",""D"":""37""}","C","","1","[""algebra_problem_solving""]","2025-10-20T03:25:09.906153+00:00","2025-10-20T03:25:09.906153+00:00","","","html","<div style=""font-size: 16px;"">
        <style>
          ul { list-style: disc !important; margin-left: 1.2em; }
          h4 { font-weight: bold !important; margin-top: 1.5em; }
        </style>
        <span style=""""><span style="""">An adult elephant drinks by pulling water up into its trunk and then emptying the water&nbsp;into its mouth. If an adult elephant pulls between 4 and 9 liters of water up into its trunk at&nbsp;a time, which of the following could be the number of times the elephant pulls water up&nbsp;into its trunk to drink 140 liters of water?</span></span><br>
      </div>
    </div></div><div class=""question-left""></div></div><div class=""question-tools""><div class=""exclude-toggle-icon ""></div></div></div><div class=""question-title ""></div><div><div>","","","An adult elephant drinks by pulling water up into its trunk and then emptying the water into its mouth. If an adult elephant pulls between 4 and 9 liters of water up into its trunk at a time, which of the following could be the number of times the elephant pulls water up into its trunk to drink 140 liters of water?","{""A"":""14"",""B"":""15"",""C"":""34"",""D"":""37""}","","pending",""
"19de5582-d2eb-4bee-a7db-fef34f8c7378","9f3df036-4ae8-4bba-8e0d-75be8947fa91","math1","5","multiple_choice","medium","For a certain classification, the positive mass m, in grams, of an object must be less than 620 grams. Which inequality represents this situation?","","{""A"":""m>620"",""B"":""m<0"",""C"":""-620"",""D"":""0""}","D","","1","[""algebra_problem_solving""]","2025-10-20T03:25:09.906153+00:00","2025-10-20T03:25:09.906153+00:00","","","html","<div style=""font-size: 16px;"">
        <style>
          ul { list-style: disc !important; margin-left: 1.2em; }
          h4 { font-weight: bold !important; margin-top: 1.5em; }
        </style>
        <span style=""""><span style="""">For a certain classification, the positive mass <i><span style=""font-style:italic"">m</span></i>, in grams, of an object must be less than&nbsp;620 grams.&nbsp;Which inequality represents this situation?</span></span><br>
      </div>
    </div></div><div class=""question-left""></div></div><div class=""question-tools""><div class=""exclude-toggle-icon ""></div></div></div><div class=""question-title ""></div><div><div>","","","For a certain classification, the positive mass m, in grams, of an object must be less than 620 grams. Which inequality represents this situation?","{""A"":""m>620"",""B"":""m<0"",""C"":""-620"",""D"":""0""}","","pending",""
"420b2673-947b-4ea7-9483-ff924d8793db","9f3df036-4ae8-4bba-8e0d-75be8947fa91","math1","6","multiple_choice","medium","The perimeter of an obtuse triangle is 32 meters. The lengths of two sides of this triangle are 8 meters and 9 meters. What is the length, in meters, of the third side of this triangle?","","{""A"":""24"",""B"":""23"",""C"":""17"",""D"":""15""}","D","","1","[""algebra_problem_solving""]","2025-10-20T03:25:09.906153+00:00","2025-10-20T03:25:09.906153+00:00","","","html","<div style=""font-size: 16px;"">
        <style>
          ul { list-style: disc !important; margin-left: 1.2em; }
          h4 { font-weight: bold !important; margin-top: 1.5em; }
        </style>
        <span style=""""><span style="""">The perimeter of an obtuse triangle is 32 meters.&nbsp;The lengths of two sides of this triangle&nbsp;are 8 meters and 9 meters.&nbsp;What is the length, in meters, of the third side of this triangle?</span></span><br>
      </div>
    </div></div><div class=""question-left""></div></div><div class=""question-tools""><div class=""exclude-toggle-icon ""></div></div></div><div class=""question-title ""></div><div><div>","","","The perimeter of an obtuse triangle is 32 meters. The lengths of two sides of this triangle are 8 meters and 9 meters. What is the length, in meters, of the third side of this triangle?","{""A"":""24"",""B"":""23"",""C"":""17"",""D"":""15""}","","pending",""
